ds,yhat,yhat_lower,yhat_upper
2018-06-05,9707.597010404712,-15078.88243876743,35402.44381981743
2018-06-06,5683.069352515136,-17604.233993604095,31777.252461941887
2018-06-07,-3628.025093528271,-28805.34755131653,23736.986619594347
2018-06-08,3771.2173605062308,-22595.64645893204,30808.461556113303
2018-06-09,5920.403122960729,-22937.30359592801,30412.48733441466
2018-06-10,12843.299594687183,-13198.676578305476,38016.88813105707
2018-06-11,10623.958386261593,-13473.982581475484,36098.08573243566
2018-06-12,11271.172862989866,-14079.498184664548,38688.193779902416
2018-06-13,7099.782487311613,-17428.1368142003,32406.864995749995
2018-06-14,-2392.043231578835,-25401.294345206497,22389.68920873645
2018-06-15,4797.993948148405,-22139.949302230154,30393.800179719245
2018-06-16,6715.6515093968,-17746.076802032847,32306.024074225443
2018-06-17,13391.43116104858,-13923.802495227112,39216.61279172363
2018-06-18,10916.51299932245,-14879.670511183725,35562.80316526481
2018-06-19,11307.013467191182,-15567.759916424111,37845.11622232911
2018-06-20,6885.085109418452,-16667.681369477923,33252.129546036806
2018-06-21,-2844.003405578709,-26813.822460167037,22257.87751395819
2018-06-22,4128.733773596272,-20168.863632642504,29237.09232901294
2018-06-23,5855.144328966757,-19926.06485773817,30975.270125323143
2018-06-24,12371.021346294398,-11921.365119393258,39062.0097509932
2018-06-25,9771.987449996857,-17012.781936458865,36842.88751627795
2018-06-26,10077.533655390433,-15494.134543659224,36266.85825039575
2018-06-27,5612.058833565741,-18229.794108697282,32104.99805983537
2018-06-28,-4118.11144926656,-28630.780203252514,21474.93739765113
2018-06-29,2895.848193420932,-22583.595986268734,30989.90406297144
2018-06-30,4704.413699115675,-22343.92928737103,29339.63250507509
2018-07-01,11340.867512931318,-14343.938767327556,38057.90269476513
2018-07-02,8897.158033905931,-16750.551202423285,34858.75179771441
2018-07-03,9388.139235583205,-14555.402079505173,34357.59210121315
2018-07-04,5132.708963821562,-21547.43020834712,31894.41261452227
2018-07-05,-4369.016681955238,-30222.868964992766,19430.437063130237
2018-07-06,2885.0452795366473,-22037.934118303016,30809.80796046629
2018-07-07,4938.286062236355,-21774.749994900747,29752.91113087213
2018-07-08,11816.761543848928,-14001.02480700915,36327.339284852664
2018-07-09,9605.256505091626,-15885.75388635213,36902.14626805909
2018-07-10,10311.727704304525,-15277.569993734392,36061.67782514834
2018-07-11,6248.638666406258,-21255.380226977824,33390.23814806336
2018-07-12,-3089.681844664825,-30840.06009141603,20572.995556528465
2018-07-13,4293.875394261051,-21014.1388858081,30639.119562469587
2018-07-14,6438.685882270315,-17832.561371688476,31382.39763605302
2018-07-15,13367.866143107813,-13065.038104130614,37804.743479877936
2018-07-16,11164.426820785902,-13667.93174910572,38007.79367102873
2018-07-17,11835.772638437476,-12422.347868973886,37656.53220396735
2018-07-18,7695.060457922283,-17238.95224533227,32871.63978573997
2018-07-19,-1761.4533182146606,-27079.758301341037,22743.38041473979
2018-07-20,5466.457267449225,-20521.56113478749,31213.49187658504
2018-07-21,7422.395336320211,-17365.82973755832,31667.510819357583
2018-07-22,14134.70674183057,-12312.64826459371,40653.343651801864
2018-07-23,11692.495889411792,-12826.770187152366,37182.2570238404
2018-07-24,12109.963946594422,-12230.204768363456,38467.935146732685
2018-07-25,7707.584993572451,-17039.46946101719,34115.98324109891
2018-07-26,-2010.7438016650176,-27303.065700511263,25843.71220958738
2018-07-27,4962.960553583017,-19710.547206171745,29421.27147736351
2018-07-28,6679.962701636089,-18290.341092801496,31515.74650148511
2018-07-29,13175.963881963597,-14917.748708809115,38410.059292481914
2018-07-30,10546.913933543383,-12892.107880526914,37111.271049600226
2018-07-31,10813.15797284661,-13149.197696924579,36913.05291905808
2018-08-01,6300.438432342744,-20139.351269744126,33588.75180732506
2018-08-02,-3483.106760210989,-28652.61914540298,23339.452623674773
2018-08-03,3473.5927813261133,-22522.988124785013,28819.306242915525
2018-08-04,5223.639589219945,-18245.84040828855,30622.12984619614
2018-08-05,11803.259425218721,-13644.44658530909,38630.74582647049
2018-08-06,9307.583477057626,-16844.176092111207,35294.96669295555
2018-08-07,9754.800180768329,-15348.07406456334,34968.78206923746
2018-08-08,5467.1973286114535,-19753.53027679204,30657.02653567228
2018-08-09,-4051.7656952805155,-27825.024673319178,22721.568257989406
2018-08-10,3203.185265686181,-22195.84225168696,29190.392599522293
2018-08-11,5278.374545655568,-20369.433593270845,32120.960281691758
2018-08-12,12202.429530108755,-13815.604526087398,36222.71688749986
2018-08-13,10062.246616862714,-16459.112777267517,36342.64204562227
2018-08-14,10867.344114475958,-15419.30815885734,34384.224753118535
2018-08-15,6931.117635478958,-18158.13667822494,34296.39462735631
2018-08-16,-2251.867582584291,-28993.728831693614,23774.9499382313
2018-08-17,5314.987816581624,-19733.381444794388,28506.779164811924
2018-08-18,7669.769661629095,-17619.577361208638,35062.73737462401
2018-08-19,14833.510242846627,-11162.468819607768,38953.85821349371
2018-08-20,12886.346359131836,-10983.854913057574,38040.669849646714
2018-08-21,13832.04445956141,-12347.13403906555,38461.07377991067
2018-08-22,9979.4041617059,-14712.371104441516,35209.71365240256
2018-08-23,819.670916215553,-24284.6739349313,25591.82847461927
2018-08-24,8347.490120434242,-19052.831754788305,32986.83224599752
2018-08-25,10600.416210522304,-14082.5657127168,36657.408390851735
2018-08-26,17600.395187169514,-8974.632590054547,45300.709736462326
2018-08-27,15429.910533109985,-9305.819632427805,41516.29542913879
2018-08-28,16096.461977196157,-8799.363954743123,41583.80985999554
2018-08-29,11913.889636945669,-14225.943416633841,38495.90101178976
2018-08-30,2379.6763845485657,-23862.830153912437,27136.325263505933
2018-08-31,9495.763558993578,-15723.35356547467,35839.817894594635
2018-09-01,11307.897050072977,-13744.301968743448,35675.700323038815
2018-09-02,17846.92628267086,-7763.59733186217,43872.82397951744
2018-09-03,15204.750604331704,-9965.23312347313,40347.0949765504
2018-09-04,15398.587426508213,-8975.869395863845,41379.378703987844
2018-09-05,10752.079772501513,-15130.621085560884,36873.72460101149
2018-09-06,772.3812910268898,-25041.703378375092,26526.754575479135
2018-09-07,7470.759037143639,-19141.503711013876,33037.73284952402
2018-09-08,8901.736057226055,-15830.642369270176,35026.152579743044
2018-09-09,15104.201030746744,-10428.186512628703,39878.7837288459
2018-09-10,12177.183793801833,-12426.959636501331,38203.44434288214
2018-09-11,12143.974913780507,-13313.232976330853,38235.455810327345
2018-09-12,7333.110195992295,-16602.036256942825,33743.72648444688
2018-09-13,-2744.6392512061375,-27549.932669482478,22222.386123014636
2018-09-14,3924.2707601519433,-21879.893269629858,28893.131288830995
2018-09-15,5395.266126751898,-19725.253675285498,33173.0005334686
2018-09-16,11706.761527366763,-15608.140064408857,37292.36878021711
2018-09-17,8955.964348363945,-16658.462105345367,33657.60370741992
2018-09-18,9163.052473819116,-17423.0323025185,34563.944412142104
2018-09-19,4652.244976721258,-21918.165185284324,30453.28792306889
2018-09-20,-5071.09614673523,-29612.305860674714,21130.52428162596
2018-09-21,2000.2059085692053,-20975.416770254906,27945.405143723365
2018-09-22,3914.40441286245,-20575.80183516677,28724.859126331463
2018-09-23,10702.104216608424,-14392.339064473937,35652.25257974748
2018-09-24,8452.244548902434,-18469.023511587562,33314.825815919176
2018-09-25,9176.462161086101,-17288.23227827828,33230.22633652179
2018-09-26,5190.3494344831015,-21542.68842458935,30110.64783207883
2018-09-27,-4009.258772837662,-29941.0696013234,21577.035703401816
2018-09-28,3576.5653503001686,-22268.836228761975,28554.794918135554
2018-09-29,5988.272323985817,-19626.060164874598,32353.603638608238
2018-09-30,13249.264471711605,-11363.563962051292,38359.03417199678
2018-10-01,11442.015363810966,-12003.65839184795,36891.879778871764
2018-10-02,12572.549543452631,-12743.846761989957,38166.44264619656
2018-10-03,8951.794959971616,-17742.35349538571,34147.28282741482
2018-10-04,72.94026646977181,-25038.49472582915,26543.998561499633
2018-10-05,7932.330849596877,-20626.468242703784,31799.67981026516
2018-10-06,10568.91882572113,-14298.46703635014,36260.26735571992
2018-10-07,18005.68724221095,-6521.3160173856695,44259.492411444924
2018-10-08,16325.740251872761,-7936.243884302369,41954.10762295713
2018-10-09,17536.730490680107,-7800.889773985609,42632.669374828445
2018-10-10,13952.137876887853,-11203.361651330259,40799.96057841606
2018-10-11,5068.53421616294,-20479.81283972106,28466.431518384015
2018-10-12,12886.37008266315,-10843.557420800562,40435.45662105069
2018-10-13,15449.302109309621,-10569.130555589867,40397.34043839455
2018-10-14,22785.484036696413,-3440.784862578811,47897.03397679056
2018-10-15,20983.516615516754,-3628.5702545414565,50018.40388457223
2018-10-16,22056.730800533405,-4705.32409951747,46314.87078265639
2018-10-17,18324.321891668606,-7876.091889401759,43456.80639030982
2018-10-18,9288.472173425705,-14525.151902037565,35974.656844845376
2018-10-19,16955.0016041951,-8769.633149973983,42172.576328127405
2018-10-20,19372.56753715308,-5046.170731431685,45635.36090628292
2018-10-21,26573.8394089633,959.665729353198,52210.503730110104
2018-10-22,24651.345681820803,-1570.7875212044526,52209.232292650064
2018-10-23,25621.669493325895,87.63801945160041,50335.577874677474
2018-10-24,21806.512057693868,-1340.938630886267,47666.51843103316
2018-10-25,12709.762538544877,-12745.676689061977,40102.99855679785
2018-10-26,20338.114632096826,-5412.139680277081,45814.106148220024
2018-10-27,22740.25113697495,-4890.903871594734,47067.87377520924
2018-10-28,29948.022344919882,4155.452182580142,54875.30904362285
2018-10-29,28052.315061808473,2941.890014014995,53780.705124830165
2018-10-30,29067.287887280756,5026.294964732343,54195.960140711184
2018-10-31,25311.490652462064,928.2711536334197,51072.38613062227
2018-11-01,16285.005311539922,-9624.736636893474,42207.11290279549
2018-11-02,23990.146861861984,-226.8503695253002,49904.579294078234
2018-11-03,26470.743704309825,544.4585417660396,51551.43859577636
2018-11-04,33753.42126271844,8290.785050940183,58102.09609416702
2018-11-05,31923.583542901826,5233.008957585361,57609.66302088887
2018-11-06,32989.766065279335,7173.780419858242,59773.087191617524
2018-11-07,29264.87584804337,4939.417625426251,55832.28011463269
2018-11-08,20243.453527996324,-3731.7896425039244,45997.118643585425
2018-11-09,27922.494030554903,1867.7126012145475,52316.53209334276
2018-11-10,30340.84311919706,5221.255231252303,53936.40606734047
2018-11-11,37520.59166652825,11515.706385741969,63616.45114011667
2018-11-12,35543.160490299866,10866.74958463284,60960.30078683805
2018-11-13,36413.747488339075,11944.758781428382,62472.33899091108
2018-11-14,32442.6512394299,8487.762032850182,58782.148496446825
2018-11-15,23122.604814158574,-2782.5555322254622,49176.48104286358
2018-11-16,30449.655064570918,5096.900952360289,57057.50209566469
2018-11-17,32462.60377963262,7281.9892381631225,58369.960477151464
2018-11-18,39184.43181185508,13271.295625636933,64780.07009395596
2018-11-19,36698.3984852556,10837.148634937716,61595.4137739803
2018-11-20,37012.487710703186,10319.510557806947,64491.99630166766
2018-11-21,32440.714858346397,8755.319021213576,58964.82259648609
2018-11-22,22480.42823935512,-4922.552947326316,48159.078454578594
2018-11-23,29133.140775554268,3699.6806217869566,55185.3774515778
2018-11-24,30443.908760690705,5866.064224822343,57307.66201355384
2018-11-25,36442.67953744778,9651.813966451286,59130.167684212836
2018-11-26,33220.30131747726,7551.112380960796,57758.98475804997
2018-11-27,32792.8676797764,7090.568110181301,58929.660430220516
2018-11-28,27482.912092490114,639.2649350574736,53215.63878603059
2018-11-29,16796.587783933523,-8489.907027383275,41870.45512500341
2018-11-30,22744.370180954014,-2515.576601223243,48158.653642527606
2018-12-01,23380.300613820444,-3219.730096375535,49216.71529668522
2018-12-02,28743.195045553053,2641.1269894863563,54722.915111344
2018-12-03,24932.513108269166,70.25650989345806,47901.994158650115
2018-12-04,23972.562135745924,-2112.1951086120603,49372.44725446876
2018-12-05,18193.553766364334,-6728.767262083732,42758.21180644326
2018-12-06,7108.650715461918,-17684.793613179427,35151.97338251861
2018-12-07,12734.5432247023,-12165.310475582446,38458.470819313785
2018-12-08,13130.57615329858,-10322.708026781156,38461.36485482449
2018-12-09,18339.852675148886,-8168.685496627876,44430.323657312874
2018-12-10,14465.011985066913,-9350.135295759716,39931.486154964674
2018-12-11,13532.357645627437,-11630.760634258733,38786.029040305315
2018-12-12,7872.855957200467,-17275.656109912812,31344.097980504273
2018-12-13,-3000.856504818523,-28781.557641935233,22257.800238349035
2018-12-14,2926.084612738092,-23583.076698069857,29942.261929748627
2018-12-15,3709.9008568607915,-19127.4069580619,29858.81802198427
2018-12-16,9389.298902602735,-16418.74158777636,35363.522786273905
2018-12-17,6061.2946621211795,-17785.249214176943,31267.104754644035
2018-12-18,5745.410090688725,-18776.903895256495,31731.163134487844
2018-12-19,764.7614961579438,-25790.414493886154,26396.126073322383
2018-12-20,-9376.822472161215,-35684.87882938911,15361.668767201878
2018-12-21,-2674.113768033558,-27931.717728793683,25590.283531648034
2018-12-22,-1081.2087108029536,-28216.098539998595,26038.52329574511
2018-12-23,5429.761802775061,-19895.866248414994,31167.591077507896
2018-12-24,2944.6306805780696,-22923.603479042504,29165.923838533727
2018-12-25,3471.5751807195447,-22221.309995268635,28655.98787039419
2018-12-26,-677.604817526144,-26527.177167536876,24974.765869889667
2018-12-27,-10010.17612027085,-33330.55175050027,15381.480149064222
2018-12-28,-2531.59336633336,-29049.42596126236,22536.893573992817
2018-12-29,-206.0356477340174,-26047.38934303605,24165.360614734655
2018-12-30,6985.061996670704,-18294.404838321,32536.002899818308
2018-12-31,5119.173548938368,-20467.97942130027,31854.64593982986
2019-01-01,6197.213447550888,-20216.663178967206,32292.586048327194
2019-01-02,2524.946716607601,-23187.763411618325,27560.26514098372
2019-01-03,-6409.5905389002255,-32872.8611576599,18763.36235517923
2019-01-04,1384.8728268236428,-25072.930838512693,26999.901176730633
2019-01-05,3942.364615602368,-21631.055346769608,29511.366555075907
2019-01-06,11281.167500477499,-14176.973327334657,39685.978349733356
2019-01-07,9479.98409554151,-17539.73805239007,33196.60628567507
2019-01-08,10542.438427363893,-15134.184450503713,35092.07370925621
2019-01-09,6778.426215356162,-17032.493155472243,31875.34307104826
2019-01-10,-2318.5535244994753,-28031.627596297167,24267.482077455876
2019-01-11,5249.4490449192035,-20591.07930084149,31943.52573533101
2019-01-12,7524.214353415184,-18807.96961233024,32171.830728399218
2019-01-13,14532.687127207946,-9921.120399591031,40971.06497738893
2019-01-14,12362.957576223616,-13436.9076820847,37532.89745781587
2019-01-15,13028.563395472816,-14469.175560403204,39728.2558753157
2019-01-16,8849.62918874011,-17528.889840566102,35290.49761425231
2019-01-17,-670.0196501923274,-25807.399941562024,26325.177793067025
2019-01-18,6477.770742716761,-20069.3032964486,30820.129103006813
2019-01-19,8344.645367406509,-18500.88809772406,34453.93848318801
2019-01-20,14966.864557576542,-10366.049363056323,40421.98325465655
2019-01-21,12441.088010943939,-13435.41025278216,38058.80935025405
2019-01-22,12788.496502442344,-11097.141186028606,39803.66746290704
2019-01-23,8335.772069305345,-15339.486014090598,35830.790798630915
2019-01-24,-1407.9225623646835,-27481.55905414965,27022.720827655063
2019-01-25,5569.577224035733,-19449.25441953957,31948.71665911371
2019-01-26,7322.52466479808,-18302.31639180687,32409.89570225096
2019-01-27,13888.342286638686,-11150.587763941481,40029.89565455503
2019-01-28,11363.39593496821,-12593.680744682293,36289.13230627271
2019-01-29,11767.14033766314,-11498.646325950334,38359.20011332014
2019-01-30,7423.156513541617,-17624.45138469161,33530.43976594015
2019-01-31,-2163.779487651247,-30540.245209324363,21438.184189215688
2019-02-01,5012.943957257092,-20833.778810746047,29495.439207968808
2019-02-02,7001.007338549031,-18095.779120696076,31494.47442181345
2019-02-03,13830.410995584443,-11268.232163335308,38625.013534716476
2019-02-04,11589.439129776869,-12628.282902752466,39224.32330705046
2019-02-05,12289.010445917287,-11582.526742958933,38619.30547134129
2019-02-06,8243.930769194412,-16266.209390887516,33714.00574792705
2019-02-07,-1049.8181152532143,-28504.24762239121,24696.23689717146
2019-02-08,6405.781692362711,-17091.075601384557,31389.0283068936
2019-02-09,8650.231237916996,-16712.596085454927,34519.47636605809
2019-02-10,15705.968300532853,-10730.488488825624,40649.928502036935
2019-02-11,13654.517877581704,-10098.418495635153,39354.78914827718
2019-02-12,14501.00856061062,-9803.847781131022,40576.57239886195
2019-02-13,10555.56604398653,-15873.881850016569,35662.45611669644
2019-02-14,1310.71452894713,-24251.20896974999,26707.090317841496
2019-02-15,8762.31833543008,-16886.317785656152,34851.598515614125
2019-02-16,10949.077285411227,-15974.72116022794,36332.044587679775
2019-02-17,17893.99437325371,-8756.619376626104,44609.16409352833
2019-02-18,15680.505771102431,-9422.89274005121,43122.59253971212
2019-02-19,16316.942748938756,-10061.274731135822,41484.2447633208
2019-02-20,12117.838204293315,-14637.769183778473,37195.238452634585
2019-02-21,2581.210852385013,-24159.11953654344,27163.380639461044
2019-02-22,9709.362452845176,-16579.984987037966,35421.91180383585
2019-02-23,11548.205401525316,-13200.618818350882,37207.21730787144
2019-02-24,18128.543570390506,-6605.863140378343,44660.586855248155
2019-02-25,15542.001303764851,-9417.053512721244,43534.976768209635
2019-02-26,15805.275376164787,-11086.043044224663,42074.150571000144
2019-02-27,11241.228062751265,-14588.37909631161,39077.46915618128
2019-02-28,1355.9599172452672,-24678.820545424944,27066.52756121764
2019-03-01,8159.4031195927255,-16806.478199143297,33048.08466515708
2019-03-02,9704.458006135588,-19270.22673016064,34278.16423933546
2019-03-03,16028.100608232253,-9734.037710368335,42161.92364508668
2019-03-04,13227.160579451927,-13150.20131759215,37877.66626720282
2019-03-05,13322.448193380946,-12517.11698174474,40582.28048384117
2019-03-06,8639.751751266509,-17937.74010361442,33940.81897974578
2019-03-07,-1313.1536018942534,-28090.892327661906,23951.43736797462
2019-03-08,5474.056772441656,-21297.06921539984,31360.898433340553
2019-03-09,7053.396777408099,-16534.130674115007,34766.51881314873
2019-03-10,13459.714070930284,-14187.584875899409,38660.520143787835
2019-03-11,10786.537526206848,-14396.862288301505,36462.40251408691
2019-03-12,11050.304351346285,-15263.751107900496,36770.79955402281
2019-03-13,6571.485393166789,-20471.787517588367,31671.306005791364
2019-03-14,-3148.253925733905,-28035.600174657262,21961.024086465437
